기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2021	마포구	염리동	계	14,090.5	481.5	714	714.5	636.5	937.5	1,185.5	1,069	1,178.5	1,294.5	1,310	1,157.5	859	751.5	548.5	433.5	373.5	288	118.5	32	6.5	0.5
2021	마포구	염리동	남자	6,767.5	249.5	354.5	354.5	325.5	404	590.5	517.5	560	632	672.5	583	425.5	363	253	168	138	122	43	9.5	2	-
2021	마포구	염리동	여자	7,323	232	359.5	360	311	533.5	595	551.5	618.5	662.5	637.5	574.5	433.5	388.5	295.5	265.5	235.5	166	75.5	22.5	4.5	0.5
2021	마포구	신수동	계	22,552.5	820	856	860	1,016	1,614	1,773	1,744.5	1,882	1,791	2,010	1,939	1,589	1,460	993	789	663	446.5	210	74.5	18.5	3.5
2021	마포구	신수동	남자	10,979	423.5	435	466.5	546	797.5	929	854.5	900	862.5	925.5	969.5	796.5	692	488.5	313.5	275.5	196	74.5	29.5	2.5	1
2021	마포구	신수동	여자	11,573.5	396.5	421	393.5	470	816.5	844	890	982	928.5	1,084.5	969.5	792.5	768	504.5	475.5	387.5	250.5	135.5	45	16	2.5
2021	마포구	서교동	계	24,458.5	381	429.5	465	699.5	2,298	3,879	3,052.5	2,258.5	1,807.5	1,760.5	1,645	1,314	1,232	934	787	656.5	476.5	254.5	111.5	12	4.5
2021	마포구	서교동	남자	11,171	184.5	223.5	240.5	326	895	1,727.5	1,410.5	1,069.5	867	860	772	651.5	559	415	333	288.5	203.5	105.5	33	3.5	2.5
2021	마포구	서교동	여자	13,287.5	196.5	206	224.5	373.5	1,403	2,151.5	1,642	1,189	940.5	900.5	873	662.5	673	519	454	368	273	149	78.5	8.5	2
2021	마포구	합정동	계	17,184	603	391.5	393.5	459	1,099	2,153.5	1,981	1,643	1,334.5	1,202	1,152.5	1,130	1,075.5	803	637	520.5	357	169	66.5	11	2
2021	마포구	합정동	남자	7,961.5	327	189	202	214	470.5	952.5	899	824.5	646.5	583	553	514	501	361	267	236.5	140.5	57	20	3.5	-
2021	마포구	합정동	여자	9,222.5	276	202.5	191.5	245	628.5	1,201	1,082	818.5	688	619	599.5	616	574.5	442	370	284	216.5	112	46.5	7.5	2
2021	마포구	망원1동	계	20,093.5	456	547.5	569.5	707	1,261.5	2,119	1,957	1,856	1,558.5	1,573	1,549.5	1,327.5	1,320.5	1,031.5	849	696.5	443	196.5	64.5	8	2
2021	마포구	망원1동	남자	9,420.5	234	271	286	345	584	975.5	911	912	745.5	769.5	767.5	644.5	609.5	461	348	304.5	168	63	17.5	3	0.5
2021	마포구	망원1동	여자	10,673	222	276.5	283.5	362	677.5	1,143.5	1,046	944	813	803.5	782	683	711	570.5	501	392	275	133.5	47	5	1.5
2021	마포구	망원2동	계	18,625	470.5	661	733.5	807	1,199.5	1,637.5	1,423	1,473	1,537	1,658	1,543.5	1,243	1,188.5	969.5	793	644.5	393.5	180	58.5	8	3
2021	마포구	망원2동	남자	8,757	248	340	362.5	393.5	564	738	663	699.5	759.5	800.5	756	608.5	539	419	342.5	272	171.5	58	20	0.5	1.5
2021	마포구	망원2동	여자	9,868	222.5	321	371	413.5	635.5	899.5	760	773.5	777.5	857.5	787.5	634.5	649.5	550.5	450.5	372.5	222	122	38.5	7.5	1.5
2021	마포구	연남동	계	14,948	303	283.5	331.5	441.5	1,108.5	2,058	1,663.5	1,378.5	1,114.5	1,092.5	1,054	870.5	967	690.5	525	491	318.5	177	60	16	3.5
2021	마포구	연남동	남자	7,072.5	153	130.5	172.5	248.5	488	968.5	815	682	564.5	543	498.5	411.5	432	315.5	219.5	209.5	134.5	59.5	17.5	8.5	0.5
2021	마포구	연남동	여자	7,875.5	150	153	159	193	620.5	1,089.5	848.5	696.5	550	549.5	555.5	459	535	375	305.5	281.5	184	117.5	42.5	7.5	3
2021	마포구	성산1동	계	18,853	356.5	556.5	667	773.5	1,229	1,871	1,710.5	1,600.5	1,531.5	1,699.5	1,565	1,238	1,201.5	962	685.5	608.5	384	161.5	41	8.5	2
2021	마포구	성산1동	남자	8,862	172.5	269.5	332.5	379.5	592	863.5	841.5	764	736.5	810	747.5	575	555	424	301.5	255	164	63	13	2	0.5
2021	마포구	성산1동	여자	9,991	184	287	334.5	394	637	1,007.5	869	836.5	795	889.5	817.5	663	646.5	538	384	353.5	220	98.5	28	6.5	1.5
2021	마포구	성산2동	계	39,544.5	1,032	1,363	1,629.5	1,751	2,793	3,884	3,505.5	3,104.5	2,976	3,339	3,159	2,566.5	2,352	1,872.5	1,561	1,280.5	820	374.5	145.5	32.5	3
2021	마포구	성산2동	남자	17,921.5	539.5	665.5	844	916	1,121.5	1,538.5	1,510.5	1,480.5	1,432	1,597.5	1,514	1,267.5	1,079.5	818	607	516.5	313	117	41	1.5	1
2021	마포구	성산2동	여자	21,623	492.5	697.5	785.5	835	1,671.5	2,345.5	1,995	1,624	1,544	1,741.5	1,645	1,299	1,272.5	1,054.5	954	764	507	257.5	104.5	31	2
2021	마포구	상암동	계	30,825	861.5	1,551.5	2,202.5	1,929.5	2,033	2,247	1,770	2,070	2,710	3,279.5	2,659	1,860	1,744.5	1,309	947.5	751.5	508.5	276.5	89	18.5	6.5
2021	마포구	상암동	남자	14,645	456	817	1,126	956	919	995.5	812	932	1,240.5	1,611	1,378	950	786.5	590.5	416	327	200	104.5	21	5	1.5
2021	마포구	상암동	여자	16,180	405.5	734.5	1,076.5	973.5	1,114	1,251.5	958	1,138	1,469.5	1,668.5	1,281	910	958	718.5	531.5	424.5	308.5	172	68	13.5	5
2021	마포구	도화동	계	21,062.5	707.5	754	790	785	1,225	1,694.5	1,745.5	1,803.5	1,486.5	1,609.5	1,698	1,632	1,559	1,119	798.5	692.5	529.5	300.5	110	21	1.5
2021	마포구	도화동	남자	10,090.5	390.5	397.5	414	408.5	596	804.5	819	901.5	719	774	817.5	773	734.5	532	372.5	301	200	106	24	5.5	-
2021	마포구	도화동	여자	10,972	317	356.5	376	376.5	629	890	926.5	902	767.5	835.5	880.5	859	824.5	587	426	391.5	329.5	194.5	86	15.5	1.5
2021	마포구	서강동	계	24,434	808	1,009	815	883	2,150	2,632	1,978	2,122	1,918.5	1,965	1,938.5	1,673	1,450.5	997	735.5	603.5	440	227	77	11	0.5
2021	마포구	서강동	남자	11,630.5	401.5	534	408	444.5	923	1,342	917	1,026	915	951	917	810	711.5	463	324	247	186.5	84	25	0.5	-
2021	마포구	서강동	여자	12,803.5	406.5	475	407	438.5	1,227	1,290	1,061	1,096	1,003.5	1,014	1,021.5	863	739	534	411.5	356.5	253.5	143	52	10.5	0.5
2021	마포구	공덕동	계	37,122	1,099	1,134	977	1,279	2,456.5	3,833	3,409	3,062	2,498.5	2,823.5	3,153	3,056.5	2,632	1,794	1,364.5	1,135.5	880	386.5	116.5	28	4
2021	마포구	공덕동	남자	17,491	590.5	584	474.5	648.5	1,043.5	1,698	1,569	1,538	1,280.5	1,373	1,521	1,514	1,278.5	851.5	581.5	456.5	325	123	32	8	0.5
2021	마포구	공덕동	여자	19,631	508.5	550	502.5	630.5	1,413	2,135	1,840	1,524	1,218	1,450.5	1,632	1,542.5	1,353.5	942.5	783	679	555	263.5	84.5	20	3.5
2021	마포구	아현동	계	24,944	1,378.5	1,373	888.5	779.5	1,317.5	1,766	2,163.5	2,767.5	2,302	1,923	1,924.5	1,803	1,614	1,052.5	617.5	534.5	418	215.5	87.5	12.5	5.5
2021	마포구	아현동	남자	11,686.5	690.5	659.5	423.5	377	600.5	747.5	922	1,342.5	1,158.5	956.5	896.5	891.5	767.5	510	261	215	166.5	75.5	20.5	4.5	-
2021	마포구	아현동	여자	13,257.5	688	713.5	465	402.5	717	1,018.5	1,241.5	1,425	1,143.5	966.5	1,028	911.5	846.5	542.5	356.5	319.5	251.5	140	67	8	5.5
2021	양천구	소계	계	446,398	11,295	19,218	24,647	25,393	28,005.5	30,273	26,288.5	29,964.5	35,828.5	41,153.5	40,368	34,915.5	33,087.5	24,911.5	17,071.5	11,432	7,256	3,618.5	1,330.5	298.5	42
2021	양천구	소계	남자	218,810.5	5,862	9,834.5	12,853	13,261	14,472.5	15,156	13,160	14,585	16,897	19,902.5	20,059	17,315	15,811	11,932	8,234.5	5,171	2,834	1,071.5	332.5	58	8.5
2021	양천구	소계	여자	227,587.5	5,433	9,383.5	11,794	12,132	13,533	15,117	13,128.5	15,379.5	18,931.5	21,251	20,309	17,600.5	17,276.5	12,979.5	8,837	6,261	4,422	2,547	998	240.5	33.5
2021	양천구	목1동	계	30,946	784	2,085	2,741.5	2,349	1,879.5	1,411	1,166.5	1,966	3,079	3,702	2,981.5	2,001.5	1,657.5	1,238	801	520.5	333	163	68.5	16	2
2021	양천구	목1동	남자	14,866	412	1,034	1,364.5	1,181.5	933.5	675.5	507.5	817.5	1,307	1,765.5	1,581.5	1,044	795	605	401	241	129.5	47.5	20.5	1.5	1
2021	양천구	목1동	여자	16,080	372	1,051	1,377	1,167.5	946	735.5	659	1,148.5	1,772	1,936.5	1,400	957.5	862.5	633	400	279.5	203.5	115.5	48	14.5	1
2021	양천구	목2동	계	29,829	745.5	899	1,098.5	1,390.5	1,927	2,948	2,774.5	2,449.5	2,199	2,336.5	2,453.5	2,351.5	2,236	1,592.5	999.5	688.5	444.5	199	81.5	13	1.5
2021	양천구	목2동	남자	14,500.5	397	448.5	558	759.5	990.5	1,391.5	1,414.5	1,251.5	1,067.5	1,108.5	1,131.5	1,130	1,060	754.5	484	312.5	163	53	19	6	-
2021	양천구	목2동	여자	15,328.5	348.5	450.5	540.5	631	936.5	1,556.5	1,360	1,198	1,131.5	1,228	1,322	1,221.5	1,176	838	515.5	376	281.5	146	62.5	7	1.5
2021	양천구	목3동	계	21,834.5	697.5	597.5	635	874.5	1,380.5	2,051	2,072.5	1,854	1,536.5	1,581.5	1,762	1,768	1,791	1,221	806	542.5	365	214.5	68.5	14	1.5
2021	양천구	목3동	남자	10,421.5	364	317	330.5	494.5	719.5	934.5	995	925.5	772.5	723.5	795	807.5	835	565.5	389	238	135.5	61	16.5	2	-
2021	양천구	목3동	여자	11,413	333.5	280.5	304.5	380	661	1,116.5	1,077.5	928.5	764	858	967	960.5	956	655.5	417	304.5	229.5	153.5	52	12	1.5
2021	양천구	목4동	계	25,458	429.5	911	1,483	1,803.5	2,145.5	1,958	1,384.5	1,366	1,815	2,620.5	2,748	2,061.5	1,579.5	1,115	855	567.5	348	194.5	57.5	13.5	1.5
2021	양천구	목4동	남자	12,446	205.5	440	761.5	1,016.5	1,141	1,021.5	716.5	646.5	805.5	1,168	1,336	1,044	777	525	394	253	129.5	48.5	13	3.5	-
2021	양천구	목4동	여자	13,012	224	471	721.5	787	1,004.5	936.5	668	719.5	1,009.5	1,452.5	1,412	1,017.5	802.5	590	461	314.5	218.5	146	44.5	10	1.5
2021	양천구	신월1동	계	20,379	401.5	539	590.5	706	1,111.5	1,500.5	1,344.5	1,342	1,413	1,559	1,810.5	1,916.5	2,055.5	1,572	1,108	730	423	162	75.5	13.5	5
2021	양천구	신월1동	남자	10,454	211.5	280	320.5	338.5	573.5	798	738	752.5	766.5	791.5	955	990	1,024	802.5	520	349	178.5	47.5	15	1	1
2021	양천구	신월1동	여자	9,925	190	259	270	367.5	538	702.5	606.5	589.5	646.5	767.5	855.5	926.5	1,031.5	769.5	588	381	244.5	114.5	60.5	12.5	4
2021	양천구	신월2동	계	20,835	606.5	785.5	876.5	872	1,203.5	1,421.5	1,307.5	1,590	1,636.5	1,625.5	1,657	1,611.5	1,824	1,482.5	1,051.5	657.5	365.5	181	62	14.5	3
2021	양천구	신월2동	남자	10,195.5	311.5	399.5	425.5	432.5	630	716.5	656.5	825.5	848	809.5	830.5	759	819.5	690.5	510	311	146	59.5	12	1.5	1
2021	양천구	신월2동	여자	10,639.5	295	386	451	439.5	573.5	705	651	764.5	788.5	816	826.5	852.5	1,004.5	792	541.5	346.5	219.5	121.5	50	13	2
2021	양천구	신월3동	계	15,231	365	473	495.5	610.5	852.5	1,135	1,006.5	954.5	995	1,130	1,376	1,444	1,456	1,062.5	799	550.5	336	139.5	43	6.5	0.5
2021	양천구	신월3동	남자	8,018.5	196.5	261	252	321.5	455	596	552.5	523	527.5	650.5	750	783	794	554.5	376.5	231.5	139	44.5	9	1	-
2021	양천구	신월3동	여자	7,212.5	168.5	212	243.5	289	397.5	539	454	431.5	467.5	479.5	626	661	662	508	422.5	319	197	95	34	5.5	0.5
2021	양천구	신월4동	계	18,011	562	838	851.5	762.5	1,014	1,109.5	1,026	1,354	1,561	1,428	1,432	1,368	1,500.5	1,231.5	830.5	559	336.5	182	48	13	3.5
2021	양천구	신월4동	남자	8,823.5	269.5	431	451	400	542.5	564.5	504	679	791	725	687	662.5	691	576.5	396	260	122.5	54	13.5	2.5	0.5
2021	양천구	신월4동	여자	9,187.5	292.5	407	400.5	362.5	471.5	545	522	675	770	703	745	705.5	809.5	655	434.5	299	214	128	34.5	10.5	3
2021	양천구	신월5동	계	14,658	379	558.5	583.5	653.5	893	1,216.5	1,000.5	1,048.5	1,119.5	1,103	1,246	1,222.5	1,260	902	618	434.5	242.5	128.5	40.5	8	-
2021	양천구	신월5동	남자	7,254	205	277.5	304	360	433.5	639	523	552.5	562.5	547.5	577	599.5	600.5	432.5	300	194.5	105	35	5.5	-	-
2021	양천구	신월5동	여자	7,404	174	281	279.5	293.5	459.5	577.5	477.5	496	557	555.5	669	623	659.5	469.5	318	240	137.5	93.5	35	8	-
2021	양천구	신월6동	계	13,681.5	728.5	737.5	580.5	649	741	842.5	1,115.5	1,427.5	1,113.5	1,047	1,064	924	957	729.5	458.5	305.5	157.5	68	27.5	6.5	1
2021	양천구	신월6동	남자	6,711.5	383.5	382	291	305.5	378	415	530	733.5	578	513	520	425.5	448.5	348.5	228	144.5	61	19	5.5	1.5	-
2021	양천구	신월6동	여자	6,970	345	355.5	289.5	343.5	363	427.5	585.5	694	535.5	534	544	498.5	508.5	381	230.5	161	96.5	49	22	5	1
2021	양천구	신월7동	계	19,916	435.5	564.5	575.5	730	1,136	1,414.5	1,261	1,320	1,370.5	1,470	1,677.5	1,801	1,861	1,572	1,045.5	759.5	560.5	264	78.5	16	3
2021	양천구	신월7동	남자	9,744	239.5	289.5	294	369	586.5	754	662	701	736.5	735.5	834	859	868	739.5	473.5	302.5	198.5	79.5	19	1	2
2021	양천구	신월7동	여자	10,172	196	275	281.5	361	549.5	660.5	599	619	634	734.5	843.5	942	993	832.5	572	457	362	184.5	59.5	15	1
2021	양천구	신정1동	계	20,480	515.5	1,288	1,599.5	1,381.5	1,293.5	1,098.5	763	1,213.5	1,947	2,090.5	1,906	1,569	1,198.5	1,000	649	421	291.5	161.5	70	22	1
2021	양천구	신정1동	남자	9,983	276.5	664	832.5	694.5	673	546.5	359.5	510	874.5	1,011	959.5	815.5	580	479	317	196	126.5	46	17	4	0.5
2021	양천구	신정1동	여자	10,497	239	624	767	687	620.5	552	403.5	703.5	1,072.5	1,079.5	946.5	753.5	618.5	521	332	225	165	115.5	53	18	0.5
2021	양천구	신정2동	계	19,583.5	323	952	1,490	1,476	1,330	1,127	756.5	989	1,641	2,099.5	1,943	1,563	1,370	914	629.5	455	294.5	157.5	58.5	12.5	2
2021	양천구	신정2동	남자	9,598.5	168	464	798	755	691.5	570.5	380	440.5	696.5	1,028	989.5	810	681	467.5	282	194.5	118	45.5	14	4.5	-
2021	양천구	신정2동	여자	9,985	155	488	692	721	638.5	556.5	376.5	548.5	944.5	1,071.5	953.5	753	689	446.5	347.5	260.5	176.5	112	44.5	8	2
2021	양천구	신정3동	계	47,639	1,438.5	2,068	2,598	2,809	3,083	2,922	2,735	3,149.5	3,698	4,386.5	4,476.5	3,650.5	3,535.5	2,501.5	1,873.5	1,333.5	784.5	413	141	36.5	5.5
2021	양천구	신정3동	남자	23,193	735.5	1,046	1,337.5	1,464.5	1,611	1,493	1,353.5	1,546	1,764	2,124.5	2,178	1,784.5	1,659	1,131.5	892	604.5	301.5	127	33	6.5	-
2021	양천구	신정3동	여자	24,446	703	1,022	1,260.5	1,344.5	1,472	1,429	1,381.5	1,603.5	1,934	2,262	2,298.5	1,866	1,876.5	1,370	981.5	729	483	286	108	30	5.5
2021	양천구	신정6동	계	24,621	672.5	1,360	1,834.5	1,789.5	1,642	1,432.5	1,159.5	1,525.5	2,113	2,518	2,450	1,921.5	1,507.5	1,158	655	370.5	260	151.5	79.5	18.5	2
2021	양천구	신정6동	남자	11,984	350	699	970.5	909.5	839	747	530	663.5	907.5	1,171.5	1,184.5	991.5	727.5	576	356.5	187.5	98	43.5	27.5	3.5	0.5
2021	양천구	신정6동	여자	12,637	322.5	661	864	880	803	685.5	629.5	862	1,205.5	1,346.5	1,265.5	930	780	582	298.5	183	162	108	52	15	1.5
2021	양천구	신정7동	계	29,142.5	700.5	1,197.5	1,701.5	1,698	1,796.5	1,668.5	1,414	1,675.5	2,222	2,800.5	2,693.5	2,471	2,264	1,715.5	1,216	817.5	643	298.5	119	25	5
2021	양천구	신정7동	남자	14,094.5	352.5	607.5	899.5	879.5	947	863.5	695.5	778	1,045	1,360.5	1,346.5	1,210.5	1,072.5	812.5	578.5	317.5	213.5	77	31.5	4.5	1.5
2021	양천구	신정7동	여자	15,048	348	590	802	818.5	849.5	805	718.5	897.5	1,177	1,440	1,347	1,260.5	1,191.5	903	637.5	500	429.5	221.5	87.5	20.5	3.5
2021	양천구	목5동	계	41,394.5	828.5	2,455	3,925.5	3,561.5	2,410.5	1,935	1,563.5	2,240.5	3,891	5,081	3,932.5	2,737	2,403	1,814	1,094	637	443	279.5	135	26	1.5
2021	양천구	목5동	남자	20,531.5	435.5	1,308	2,155.5	1,929.5	1,300.5	967	750	918.5	1,591.5	2,407	2,096	1,366	1,166	908	591.5	332.5	173.5	90	37.5	7.5	-
2021	양천구	목5동	여자	20,863	393	1,147	1,770	1,632	1,110	968	813.5	1,322	2,299.5	2,674	1,836.5	1,371	1,237	906	502.5	304.5	269.5	189.5	97.5	18.5	1.5
2021	양천구	신정4동	계	32,758.5	682	909	986.5	1,276.5	2,166	3,081.5	2,437.5	2,499	2,478	2,574.5	2,758.5	2,533.5	2,631	2,090	1,582	1,082	627.5	261	76.5	23.5	2.5
2021	양천구	신정4동	남자	15,991	348.5	486	507	649.5	1,027	1,462.5	1,292	1,320.5	1,255.5	1,262	1,307.5	1,233	1,212.5	963	745	501	295	93.5	23.5	6	0.5
2021	양천구	신정4동	여자	16,767.5	333.5	423	479.5	627	1,139	1,619	1,145.5	1,178.5	1,222.5	1,312.5	1,451	1,300.5	1,418.5	1,127	837	581	332.5	167.5	53	17.5	2
2021	강서구	소계	계	571,614	16,544.5	21,525.5	21,164	22,800	33,285	52,651	50,085.5	47,718.5	44,894	44,116.5	42,744.5	41,226	43,706	33,054	23,137	15,540	9,914	5,047.5	1,961	440	59.5
2021	강서구	소계	남자	275,390	8,470	10,931	10,898	11,604	15,620.5	23,954	24,939.5	24,525	22,548	22,071	20,813.5	19,451	20,289	15,221	10,960.5	7,140	3,851	1,553.5	440.5	93.5	15.5
2021	강서구	소계	여자	296,224	8,074.5	10,594.5	10,266	11,196	17,664.5	28,697	25,146	23,193.5	22,346	22,045.5	21,931	21,775	23,417	17,833	12,176.5	8,400	6,063	3,494	1,520.5	346.5	44
2021	강서구	염창동	계	41,437	1,669	2,372	2,340.5	2,141	2,342	3,141	3,481.5	3,748	3,802.5	3,760	3,232	2,650	2,513.5	1,704	1,101.5	660	458	226	74.5	18.5	1.5
2021	강서구	염창동	남자	20,102.5	859.5	1,230	1,200	1,084.5	1,174	1,356.5	1,600.5	1,803.5	1,826	1,881.5	1,615.5	1,275.5	1,231.5	857	513.5	316.5	185.5	66	21.5	3.5	0.5
2021	강서구	염창동	여자	21,334.5	809.5	1,142	1,140.5	1,056.5	1,168	1,784.5	1,881	1,944.5	1,976.5	1,878.5	1,616.5	1,374.5	1,282	847	588	343.5	272.5	160	53	15	1
2021	강서구	등촌1동	계	23,984	696.5	565	506	781.5	1,519	3,487	3,532.5	2,506.5	1,626.5	1,586	1,581.5	1,411	1,353.5	903.5	638.5	470	394	284.5	111	25	5
2021	강서구	등촌1동	남자	11,175	366	277.5	312.5	427.5	621.5	1,355	1,612.5	1,302	832	762.5	762	680	642	423.5	309.5	189.5	151.5	101	32	12	3
2021	강서구	등촌1동	여자	12,809	330.5	287.5	193.5	354	897.5	2,132	1,920	1,204.5	794.5	823.5	819.5	731	711.5	480	329	280.5	242.5	183.5	79	13	2
2021	강서구	등촌2동	계	20,544.5	559.5	703	689	895	1,237.5	1,952.5	1,793	1,664.5	1,489.5	1,496	1,664	1,655	1,640	1,218	830	510.5	291.5	167.5	71.5	17	-
2021	강서구	등촌2동	남자	10,057	294	368	374.5	513.5	635	952	904.5	846	747.5	716.5	777	751.5	769.5	552.5	430.5	237.5	121.5	49	14	2.5	-
2021	강서구	등촌2동	여자	10,487.5	265.5	335	314.5	381.5	602.5	1,000.5	888.5	818.5	742	779.5	887	903.5	870.5	665.5	399.5	273	170	118.5	57.5	14.5	-
2021	강서구	등촌3동	계	30,751	807.5	865.5	835.5	1,127	1,752.5	2,191.5	2,387.5	2,192	1,888	1,932.5	2,394.5	2,763	3,057.5	2,272.5	1,458.5	1,081.5	901.5	555.5	229.5	51	6.5
2021	강서구	등촌3동	남자	14,609	420	441	419.5	606.5	912	1,091.5	1,213	1,143	952.5	881	1,088.5	1,271.5	1,446	1,046	705.5	441	291.5	160.5	67.5	9.5	1.5
2021	강서구	등촌3동	여자	16,142	387.5	424.5	416	520.5	840.5	1,100	1,174.5	1,049	935.5	1,051.5	1,306	1,491.5	1,611.5	1,226.5	753	640.5	610	395	162	41.5	5
2021	강서구	화곡본동	계	34,033	911	1,171	1,153	1,225	2,151.5	3,804.5	3,258.5	3,060	2,742	2,636	2,503.5	2,270.5	2,418	1,826	1,225	864.5	465.5	233.5	85.5	26	2.5
2021	강서구	화곡본동	남자	16,538	471.5	589	610	662.5	1,005	1,765	1,715	1,649	1,383.5	1,364.5	1,211	1,038	1,055.5	788.5	552	389	194	74.5	17	3	0.5
2021	강서구	화곡본동	여자	17,495	439.5	582	543	562.5	1,146.5	2,039.5	1,543.5	1,411	1,358.5	1,271.5	1,292.5	1,232.5	1,362.5	1,037.5	673	475.5	271.5	159	68.5	23	2
2021	강서구	화곡2동	계	17,944	468.5	682	682.5	709.5	1,055	1,522.5	1,368	1,499	1,459.5	1,535.5	1,438	1,357.5	1,361.5	1,053	780	529.5	283.5	101.5	49	8.5	-
2021	강서구	화곡2동	남자	8,725	224.5	349.5	351.5	348.5	539.5	749.5	739.5	765.5	753.5	758.5	697.5	626	579	468	351.5	260	122	32.5	7.5	1	-
2021	강서구	화곡2동	여자	9,219	244	332.5	331	361	515.5	773	628.5	733.5	706	777	740.5	731.5	782.5	585	428.5	269.5	161.5	69	41.5	7.5	-
2021	강서구	화곡3동	계	21,464	521.5	715	744.5	886	1,309	1,879	1,581.5	1,564	1,580	1,608.5	1,631.5	1,578	1,898	1,503.5	1,089.5	701.5	397	182	76.5	12	5.5
2021	강서구	화곡3동	남자	10,286.5	278	388.5	395.5	431	616	873	785.5	784.5	765.5	762.5	778.5	747	881	691	528.5	355	153.5	52	17	1	2
2021	강서구	화곡3동	여자	11,177.5	243.5	326.5	349	455	693	1,006	796	779.5	814.5	846	853	831	1,017	812.5	561	346.5	243.5	130	59.5	11	3.5
2021	강서구	화곡4동	계	20,634	508.5	578	627.5	710	1,162	1,725	1,608.5	1,671	1,598.5	1,589	1,671.5	1,653.5	1,791.5	1,388.5	990	676	410	189.5	72.5	12	1
2021	강서구	화곡4동	남자	10,078.5	263	295	325	377	577	897	846	876	844	794	770	810	775.5	620.5	450	310.5	156.5	72	15.5	4	-
2021	강서구	화곡4동	여자	10,555.5	245.5	283	302.5	333	585	828	762.5	795	754.5	795	901.5	843.5	1,016	768	540	365.5	253.5	117.5	57	8	1
2021	강서구	화곡6동	계	24,620	574.5	627	719.5	899	1,574	2,751	2,284	1,907.5	1,742	1,789	1,913.5	1,951.5	2,073	1,542	997	620	379	182	78.5	15.5	0.5
2021	강서구	화곡6동	남자	11,957.5	287.5	318.5	410	502	727	1,274	1,114.5	1,015.5	894	887	903	921.5	988	702.5	479	316	150.5	52	12	3	-
2021	강서구	화곡6동	여자	12,662.5	287	308.5	309.5	397	847	1,477	1,169.5	892	848	902	1,010.5	1,030	1,085	839.5	518	304	228.5	130	66.5	12.5	0.5
2021	강서구	화곡8동	계	24,530.5	566.5	699.5	715	860	1,481	2,366.5	2,085	2,005.5	1,931	1,923.5	1,839.5	1,809	1,962	1,544	1,217	846	435.5	165.5	63.5	13	2
2021	강서구	화곡8동	남자	11,801.5	299.5	342	361	439	727	1,148	1,085.5	1,058	987	952	860.5	799	855	658.5	569	402	184.5	55	14.5	4	0.5
2021	강서구	화곡8동	여자	12,729	267	357.5	354	421	754	1,218.5	999.5	947.5	944	971.5	979	1,010	1,107	885.5	648	444	251	110.5	49	9	1.5
2021	강서구	가양1동	계	33,877.5	797.5	845	831	1,007.5	2,485	5,799.5	5,047.5	3,403	2,373	2,175	2,136.5	2,008	2,019.5	1,232.5	698	453.5	306	174	62.5	19	4
2021	강서구	가양1동	남자	15,557	400	457	443	492	817.5	1,983	2,451.5	1,764	1,211	1,161	1,032	952.5	990	640.5	339	225.5	125.5	49	16	6	1
2021	강서구	가양1동	여자	18,320.5	397.5	388	388	515.5	1,667.5	3,816.5	2,596	1,639	1,162	1,014	1,104.5	1,055.5	1,029.5	592	359	228	180.5	125	46.5	13	3
2021	강서구	가양2동	계	14,101.5	246	241.5	187.5	263	584.5	1,040	1,314	1,019.5	746	662	811	1,246	1,769.5	1,484.5	934	633.5	491.5	292	111	21.5	3
2021	강서구	가양2동	남자	6,654.5	129	112	91.5	149.5	278.5	455	655.5	532.5	382	330.5	379.5	580	864.5	743	440.5	270.5	160.5	73	24	1.5	1.5
2021	강서구	가양2동	여자	7,447	117	129.5	96	113.5	306	585	658.5	487	364	331.5	431.5	666	905	741.5	493.5	363	331	219	87	20	1.5
2021	강서구	가양3동	계	15,093	464	235.5	206.5	337.5	623	1,093	1,676.5	1,385.5	980.5	873.5	968.5	1,202	1,439.5	1,264	892.5	665	457.5	212.5	90	23.5	2.5
2021	강서구	가양3동	남자	7,031	237.5	115.5	112.5	165	327	488.5	779.5	748	532.5	453.5	470.5	552.5	648.5	532.5	378	260	139.5	69	15	5.5	0.5
2021	강서구	가양3동	여자	8,062	226.5	120	94	172.5	296	604.5	897	637.5	448	420	498	649.5	791	731.5	514.5	405	318	143.5	75	18	2
2021	강서구	발산1동	계	36,626.5	1,088.5	2,132.5	2,444	2,469	2,435.5	2,127	1,761	2,443.5	3,319	3,708.5	3,188.5	2,515	2,287	1,642.5	1,285.5	866	504	272	110.5	23.5	3.5
2021	강서구	발산1동	남자	17,351.5	545	1,108	1,207	1,153.5	1,208.5	1,039	842	1,151.5	1,537	1,786	1,576	1,166.5	1,045.5	700	588.5	383.5	211.5	80.5	18.5	3.5	-
2021	강서구	발산1동	여자	19,275	543.5	1,024.5	1,237	1,315.5	1,227	1,088	919	1,292	1,782	1,922.5	1,612.5	1,348.5	1,241.5	942.5	697	482.5	292.5	191.5	92	20	3.5
2021	강서구	공항동	계	28,541	1,329	1,666	994.5	951.5	1,570.5	2,310	2,399.5	2,881	2,546.5	2,078	1,986	1,924	1,968.5	1,429.5	987.5	731	432	249.5	82	21	3.5
