기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2021	합계	합계	계	9,453,878	257,416.5	345,579	368,547	397,353.5	613,102.5	819,668.5	725,415	718,262.5	718,342	762,370	777,551.5	706,599	702,787.5	535,174	392,366.5	293,549.5	189,601	90,257.5	31,768.5	7,074.5	1,092
2021	합계	합계	남자	4,593,754	132,592.5	177,071	189,343.5	203,647	291,759.5	400,274	362,205.5	359,548	355,915.5	377,109.5	382,401	346,409	333,694.5	250,507	180,478.5	131,766.5	78,511	30,666.5	8,102	1,536.5	215.5
2021	합계	합계	여자	4,860,124	124,824	168,508	179,203.5	193,706.5	321,343	419,394.5	363,209.5	358,714.5	362,426.5	385,260.5	395,150.5	360,190	369,093	284,667	211,888	161,783	111,090	59,591	23,666.5	5,538	876.5
2021	종로구	소계	계	142,767	2,899.5	4,345	5,014	5,612.5	10,138	12,777	10,079.5	9,334.5	9,669.5	11,312.5	12,544.5	11,728	10,976.5	8,217.5	6,154.5	5,312	3,857.5	1,903	687.5	178.5	25.5
2021	종로구	소계	남자	69,386	1,460	2,202.5	2,491.5	2,799	4,672	6,490.5	5,071	4,601.5	4,645.5	5,527	6,180.5	6,014.5	5,506	4,056.5	2,813	2,283	1,587.5	724	196.5	56.5	7.5
2021	종로구	소계	여자	73,381	1,439.5	2,142.5	2,522.5	2,813.5	5,466	6,286.5	5,008.5	4,733	5,024	5,785.5	6,364	5,713.5	5,470.5	4,161	3,341.5	3,029	2,270	1,179	491	122	18
2021	종로구	사직동	계	9,084	211.5	354	336.5	329.5	473	726	735.5	683.5	687	748.5	780	685	666.5	464.5	353.5	332	286	152	58.5	19	2
2021	종로구	사직동	남자	4,080.5	106.5	175.5	154	144.5	206.5	340	334.5	276.5	297	342	348.5	319.5	312	217.5	147.5	142	122	63	22	8.5	1
2021	종로구	사직동	여자	5,003.5	105	178.5	182.5	185	266.5	386	401	407	390	406.5	431.5	365.5	354.5	247	206	190	164	89	36.5	10.5	1
2021	종로구	삼청동	계	2,441.5	37	66.5	93.5	86	141	174	155	169	182	163.5	187	198.5	210	167	134.5	111.5	86.5	55	18.5	4.5	1
2021	종로구	삼청동	남자	1,175	15	31.5	51.5	52.5	77	85.5	77.5	78	90	75.5	95	100	97.5	78	66.5	47	29.5	17.5	7	2	1
2021	종로구	삼청동	여자	1,266.5	22	35	42	33.5	64	88.5	77.5	91	92	88	92	98.5	112.5	89	68	64.5	57	37.5	11.5	2.5	-
2021	종로구	부암동	계	9,518	187.5	337	422	459	591	672.5	593	604.5	706	847	869.5	774.5	737.5	533.5	407	333	252.5	123.5	53.5	12	2
2021	종로구	부암동	남자	4,546.5	85.5	175	241	239.5	292	366	301	276	311.5	399.5	385	364	351	255.5	181	154	102	51.5	12.5	2.5	0.5
2021	종로구	부암동	여자	4,971.5	102	162	181	219.5	299	306.5	292	328.5	394.5	447.5	484.5	410.5	386.5	278	226	179	150.5	72	41	9.5	1.5
2021	종로구	평창동	계	17,852	467	689.5	749	849.5	1,125.5	1,247	1,014	1,163.5	1,234.5	1,415.5	1,618.5	1,558.5	1,450	1,059.5	709.5	582.5	481	280	112.5	37.5	7.5
2021	종로구	평창동	남자	8,328	246	358	368.5	420	564	630.5	492	521.5	554	627	704	742.5	689	500	327.5	243	194.5	108	27.5	8.5	2
2021	종로구	평창동	여자	9,524	221	331.5	380.5	429.5	561.5	616.5	522	642	680.5	788.5	914.5	816	761	559.5	382	339.5	286.5	172	85	29	5.5
2021	종로구	무악동	계	8,258.5	257.5	412	498.5	495.5	477	441	383.5	528.5	638.5	791	773.5	627.5	563	426	330.5	263	217	92.5	31.5	9	2
2021	종로구	무악동	남자	3,843.5	122.5	182	222.5	231	210	215.5	168.5	247	286.5	385	417	311	259.5	195	142	109	86.5	40	9.5	2.5	1
2021	종로구	무악동	여자	4,415	135	230	276	264.5	267	225.5	215	281.5	352	406	356.5	316.5	303.5	231	188.5	154	130.5	52.5	22	6.5	1
2021	종로구	교남동	계	10,070.5	380.5	463.5	406	416	535	695	785	844	854.5	933	876.5	692	636.5	483	403	307	219.5	100	31.5	7.5	1.5
2021	종로구	교남동	남자	4,667.5	186.5	240	203.5	186	258.5	320.5	357	387	413.5	427	411.5	344.5	289	220.5	162	121	92.5	36.5	10	0.5	-
2021	종로구	교남동	여자	5,403	194	223.5	202.5	230	276.5	374.5	428	457	441	506	465	347.5	347.5	262.5	241	186	127	63.5	21.5	7	1.5
2021	종로구	가회동	계	4,042.5	67	119	174	155	214	265	252	295	337	372.5	357.5	285.5	305.5	237	204.5	188	118	64	24.5	7.5	-
2021	종로구	가회동	남자	1,874.5	40	55.5	87.5	86.5	102	120	110.5	145.5	157	177	175.5	124.5	146.5	110	90	66.5	47.5	26.5	4.5	1.5	-
2021	종로구	가회동	여자	2,168	27	63.5	86.5	68.5	112	145	141.5	149.5	180	195.5	182	161	159	127	114.5	121.5	70.5	37.5	20	6	-
2021	종로구	종로1.2.3.4가동	계	6,557	85	101	102	114.5	331.5	562	477.5	439	402	469.5	534	652.5	688.5	535	370	330.5	214	104	31	11.5	2
2021	종로구	종로1.2.3.4가동	남자	3,974	42.5	53	61.5	51	136.5	313.5	270	251.5	241	302	380.5	457.5	461.5	356.5	236.5	187.5	111.5	48.5	5	5.5	1
2021	종로구	종로1.2.3.4가동	여자	2,583	42.5	48	40.5	63.5	195	248.5	207.5	187.5	161	167.5	153.5	195	227	178.5	133.5	143	102.5	55.5	26	6	1
2021	종로구	종로5·6가동	계	5,016.5	44.5	60	85.5	135.5	412	680	440.5	273.5	239	312.5	434.5	446.5	420	295.5	264.5	231	148	63.5	26	4	-
2021	종로구	종로5·6가동	남자	2,686.5	21	30	38.5	66	179	358	252	167.5	147	177.5	241.5	259.5	244	168.5	121.5	114.5	66.5	25.5	6.5	2	-
2021	종로구	종로5·6가동	여자	2,330	23.5	30	47	69.5	233	322	188.5	106	92	135	193	187	176	127	143	116.5	81.5	38	19.5	2	-
2021	종로구	이화동	계	7,189.5	93.5	135	180	208	569.5	1,050.5	750.5	460	416	469.5	536.5	528.5	487.5	416.5	288	262.5	193	104	32.5	6.5	1.5
2021	종로구	이화동	남자	3,386	44	71.5	83.5	99	254.5	496.5	365	229.5	209.5	233.5	260	269	223.5	195	128.5	107.5	70.5	32	12.5	1	-
2021	종로구	이화동	여자	3,803.5	49.5	63.5	96.5	109	315	554	385.5	230.5	206.5	236	276.5	259.5	264	221.5	159.5	155	122.5	72	20	5.5	1.5
2021	종로구	창신1동	계	4,762	54	73.5	97	133	266.5	334.5	289.5	242.5	249.5	324.5	454.5	554	557	399	270	219.5	166.5	47.5	23	6.5	-
2021	종로구	창신1동	남자	2,557	27	34	55	69.5	144.5	178.5	161	152.5	127	167.5	248.5	319	321.5	229	131.5	107	62	13.5	5.5	3	-
2021	종로구	창신1동	여자	2,205	27	39.5	42	63.5	122	156	128.5	90	122.5	157	206	235	235.5	170	138.5	112.5	104.5	34	17.5	3.5	-
2021	종로구	창신2동	계	7,925.5	101.5	122.5	184	282	509	616	493.5	402.5	394.5	617.5	870.5	883.5	776.5	573.5	420.5	335	213.5	92	34	3.5	-
2021	종로구	창신2동	남자	4,079	57.5	69.5	94	145	264	336.5	285	235.5	217.5	311	455.5	469.5	407.5	277.5	196.5	119	88.5	35.5	13	1	-
2021	종로구	창신2동	여자	3,846.5	44	53	90	137	245	279.5	208.5	167	177	306.5	415	414	369	296	224	216	125	56.5	21	2.5	-
2021	종로구	창신3동	계	6,641	176	194	231.5	267	411.5	521	458	481.5	405	500.5	636.5	598.5	587.5	403.5	266.5	240.5	151.5	77	27.5	5	1
2021	종로구	창신3동	남자	3,263.5	97	105	112.5	133	224	274.5	213	249.5	195	248	298.5	297.5	295.5	200	122.5	105	52	28	9	3	1
2021	종로구	창신3동	여자	3,377.5	79	89	119	134	187.5	246.5	245	232	210	252.5	338	301	292	203.5	144	135.5	99.5	49	18.5	2	-
2021	종로구	숭인1동	계	5,845	96	168.5	164.5	186	341	434	403	401.5	403.5	481	546.5	571	496	389.5	278	230.5	148	74.5	27	5	-
2021	종로구	숭인1동	남자	2,824	54	86	78	83.5	163.5	224.5	193	215.5	210.5	253.5	248	295	223.5	190.5	125.5	92	59	20.5	6.5	1.5	-
2021	종로구	숭인1동	여자	3,021	42	82.5	86.5	102.5	177.5	209.5	210	186	193	227.5	298.5	276	272.5	199	152.5	138.5	89	54	20.5	3.5	-
2021	종로구	숭인2동	계	9,367	124	138	141.5	199	768.5	1,373	945	619.5	542	627.5	780	803	739	553	390	308	199	86.5	27.5	3	-
2021	종로구	숭인2동	남자	4,708.5	57.5	76.5	67.5	108	284.5	593	492.5	346	298	347	426.5	452.5	394.5	289.5	202.5	143	88.5	33	7.5	0.5	-
2021	종로구	숭인2동	여자	4,658.5	66.5	61.5	74	91	484	780	452.5	273.5	244	280.5	353.5	350.5	344.5	263.5	187.5	165	110.5	53.5	20	2.5	-
2021	종로구	청운효자동	계	11,915.5	304	476.5	583	568	735.5	826	745	866	988	1,079	1,050	842.5	764	580.5	478.5	450.5	342	166	53.5	15.5	1.5
2021	종로구	청운효자동	남자	5,533.5	155	248	289	319.5	365	410	364.5	385	428.5	489.5	482.5	392	350.5	253.5	192	181	142.5	64	15.5	6	-
2021	종로구	청운효자동	여자	6,382	149	228.5	294	248.5	370.5	416	380.5	481	559.5	589.5	567.5	450.5	413.5	327	286.5	269.5	199.5	102	38	9.5	1.5
2021	종로구	혜화동	계	16,281	213	434.5	565.5	729	2,236.5	2,159.5	1,159	860.5	990.5	1,160	1,239	1,026.5	891.5	701	586	587	421.5	221	75	21	3.5
2021	종로구	혜화동	남자	7,858.5	102.5	211.5	283.5	364.5	946.5	1,227.5	634	437.5	462	564.5	602.5	497	439.5	320	239.5	244	172	80.5	22.5	7	-
2021	종로구	혜화동	여자	8,422.5	110.5	223	282	364.5	1,290	932	525	423	528.5	595.5	636.5	529.5	452	381	346.5	343	249.5	140.5	52.5	14	3.5
2021	중구	소계	계	120,430.5	3,102	3,448.5	3,043	3,506	7,453	10,855	10,133	9,599	8,558.5	8,605.5	9,972	9,640.5	9,644.5	7,434	5,538.5	4,506	3,082	1,564.5	600.5	128	16.5
2021	중구	소계	남자	58,738.5	1,590	1,787.5	1,515.5	1,756	3,392.5	5,213.5	5,028.5	4,817	4,429.5	4,359	5,020.5	4,912.5	4,835.5	3,653	2,588.5	1,947	1,200.5	489	165	32.5	5.5
2021	중구	소계	여자	61,692	1,512	1,661	1,527.5	1,750	4,060.5	5,641.5	5,104.5	4,782	4,129	4,246.5	4,951.5	4,728	4,809	3,781	2,950	2,559	1,881.5	1,075.5	435.5	95.5	11
2021	중구	소공동	계	2,083.5	64.5	104	61.5	55	82	153	220	233	270	198	166.5	121.5	137.5	80	54	38.5	28	9	5.5	1	1
2021	중구	소공동	남자	1,016	40.5	49	22	14.5	31.5	58	100.5	111.5	138.5	110.5	90.5	57	79	48.5	28	23	10	1.5	2	-	-
2021	중구	소공동	여자	1,067.5	24	55	39.5	40.5	50.5	95	119.5	121.5	131.5	87.5	76	64.5	58.5	31.5	26	15.5	18	7.5	3.5	1	1
2021	중구	회현동	계	4,446.5	70.5	117	97	101.5	194	297.5	258.5	248	266.5	332.5	386.5	444	484.5	408.5	276.5	213.5	131.5	70	39	9	0.5
2021	중구	회현동	남자	2,317	39	62	43.5	43	89.5	132	112.5	121.5	141.5	181.5	216	270	286	231.5	150	100	61	26	9	1.5	-
2021	중구	회현동	여자	2,129.5	31.5	55	53.5	58.5	104.5	165.5	146	126.5	125	151	170.5	174	198.5	177	126.5	113.5	70.5	44	30	7.5	0.5
2021	중구	명동	계	2,698	28	55	53	70.5	135	229	198	183.5	182.5	194.5	232	211.5	254	230.5	142.5	147	80.5	48.5	20	2.5	-
2021	중구	명동	남자	1,163.5	15.5	35.5	27	28.5	50	112.5	107	88	81	86	97.5	89.5	107.5	95	55.5	48.5	29.5	6	3.5	-	-
2021	중구	명동	여자	1,534.5	12.5	19.5	26	42	85	116.5	91	95.5	101.5	108.5	134.5	122	146.5	135.5	87	98.5	51	42.5	16.5	2.5	-
2021	중구	필동	계	3,834.5	63	116.5	81.5	99.5	348	370.5	348.5	288.5	220	233	293.5	273.5	320	259	170	143	105	63.5	30.5	7.5	-
2021	중구	필동	남자	1,988	35.5	59	43	52.5	159	196.5	187	159	116.5	135.5	167	159	156.5	133	84	72.5	46.5	15	9.5	1.5	-
2021	중구	필동	여자	1,846.5	27.5	57.5	38.5	47	189	174	161.5	129.5	103.5	97.5	126.5	114.5	163.5	126	86	70.5	58.5	48.5	21	6	-
2021	중구	장충동	계	4,516.5	74.5	102	103	161.5	638.5	588	353.5	298	259.5	284	307.5	271.5	264	240	199.5	159	128	59.5	21.5	3.5	-
2021	중구	장충동	남자	2,296.5	43	50	50	82	294.5	363.5	205	138.5	140	147.5	161.5	134	130.5	116.5	89.5	72.5	44	25	7.5	1.5	-
2021	중구	장충동	여자	2,220	31.5	52	53	79.5	344	224.5	148.5	159.5	119.5	136.5	146	137.5	133.5	123.5	110	86.5	84	34.5	14	2	-
2021	중구	광희동	계	4,986	59.5	72	84	104.5	364	610.5	489	353	281.5	313.5	341.5	431.5	434	356	269	220.5	117	58.5	23.5	3	-
2021	중구	광희동	남자	2,574.5	31.5	36.5	44.5	47.5	144	267.5	275	200	155	177	187	250.5	249.5	180	138.5	115.5	42.5	22	9.5	1	-
2021	중구	광희동	여자	2,411.5	28	35.5	39.5	57	220	343	214	153	126.5	136.5	154.5	181	184.5	176	130.5	105	74.5	36.5	14	2	-
2021	중구	을지로동	계	1,642.5	21	19	19.5	17	60.5	147.5	182	121	86.5	84.5	125.5	154	186.5	174	104.5	60	46.5	19	12.5	1.5	-
2021	중구	을지로동	남자	998	8.5	10.5	8	7	19.5	72.5	100	71.5	47	63.5	96	110	130	117.5	67.5	31	24.5	7	6.5	-	-
2021	중구	을지로동	여자	644.5	12.5	8.5	11.5	10	41	75	82	49.5	39.5	21	29.5	44	56.5	56.5	37	29	22	12	6	1.5	-
2021	중구	신당5동	계	10,249	250	307	241.5	290.5	657.5	993.5	919.5	787	743.5	757	928	887	756.5	547	437	368.5	222.5	111	35	7	2.5
2021	중구	신당5동	남자	4,990	132.5	148	116.5	144	307	449.5	438.5	424	389	375	488	466.5	377.5	259.5	188.5	154	85.5	32	11	3.5	-
2021	중구	신당5동	여자	5,259	117.5	159	125	146.5	350.5	544	481	363	354.5	382	440	420.5	379	287.5	248.5	214.5	137	79	24	3.5	2.5
2021	중구	황학동	계	12,339.5	404.5	322.5	226	267.5	701.5	1,401	1,466.5	1,310.5	971	804	905.5	822	810.5	681	490	374.5	218.5	109.5	39	13	1
2021	중구	황학동	남자	5,871.5	208.5	171	110	133.5	270	599	701.5	675	491	387.5	459.5	412.5	404.5	316	240.5	165.5	80.5	32.5	8.5	4.5	-
2021	중구	황학동	여자	6,468	196	151.5	116	134	431.5	802	765	635.5	480	416.5	446	409.5	406	365	249.5	209	138	77	30.5	8.5	1
2021	중구	중림동	계	12,001.5	555.5	451.5	368.5	376	606.5	782.5	979	1,192.5	1,085.5	918	953.5	926.5	828	622.5	497.5	391	267	138	46	9.5	6.5
2021	중구	중림동	남자	5,961.5	273	247.5	195	193	298.5	377	434.5	591	592	470.5	474.5	487	451.5	310.5	224.5	175	107.5	43	11.5	1.5	3
2021	중구	중림동	여자	6,040	282.5	204	173.5	183	308	405.5	544.5	601.5	493.5	447.5	479	439.5	376.5	312	273	216	159.5	95	34.5	8	3.5
2021	중구	신당동	계	7,492.5	135.5	129	114	160.5	480	883.5	718.5	591.5	483.5	525	692	621.5	583.5	448	343	288	166	84.5	37	6.5	1.5
2021	중구	신당동	남자	3,718	57.5	56.5	44.5	89	204.5	421	359.5	298.5	251	298.5	365	338	301	227.5	169.5	124.5	73	26.5	10	1	1.5
2021	중구	신당동	여자	3,774.5	78	72.5	69.5	71.5	275.5	462.5	359	293	232.5	226.5	327	283.5	282.5	220.5	173.5	163.5	93	58	27	5.5	-
2021	중구	다산동	계	13,721.5	248	292.5	347.5	438	930.5	1,372	1,164.5	1,040.5	900.5	1,019	1,156	1,065	1,129	822.5	641	557.5	361	163	63	9	1.5
2021	중구	다산동	남자	6,677	124.5	155.5	181.5	241	429.5	685	625	527.5	473	512	574.5	487.5	539.5	371.5	297	244	140	50.5	16.5	1.5	-
2021	중구	다산동	여자	7,044.5	123.5	137	166	197	501	687	539.5	513	427.5	507	581.5	577.5	589.5	451	344	313.5	221	112.5	46.5	7.5	1.5
2021	중구	약수동	계	16,569.5	472.5	577.5	470.5	459.5	857.5	1,132	1,081	1,265	1,177.5	1,186.5	1,350.5	1,372	1,472	1,171.5	857.5	711	525.5	289	117	22.5	1.5
2021	중구	약수동	남자	7,764	227	291	232	242.5	418	551.5	520	587	598	573.5	624	670.5	658	551.5	393.5	296.5	203.5	88	31.5	5.5	1
2021	중구	약수동	여자	8,805.5	245.5	286.5	238.5	217	439.5	580.5	561	678	579.5	613	726.5	701.5	814	620	464	414.5	322	201	85.5	17	0.5
2021	중구	청구동	계	13,574.5	342	399.5	390	461	782	1,135	1,128.5	1,012.5	902.5	964.5	1,179.5	1,098	1,137.5	810.5	633	511.5	405.5	198	62.5	20.5	0.5
2021	중구	청구동	남자	6,431.5	174	206.5	196	226.5	376.5	552	549	521	453.5	464	560.5	524	536.5	398.5	261	189	161.5	61	14	6.5	-
2021	중구	청구동	여자	7,143	168	193	194	234.5	405.5	583	579.5	491.5	449	500.5	619	574	601	412	372	322.5	244	137	48.5	14	0.5
2021	중구	동화동	계	10,275	313	383.5	385.5	443.5	615.5	759.5	626	674.5	728	791.5	954	941	847	583	423.5	322.5	279.5	143.5	48.5	12	-
2021	중구	동화동	남자	4,971.5	179.5	209	202	211.5	300.5	376	313.5	303	362.5	376.5	459	456.5	428	296	201	135.5	91	53	14.5	3	-
2021	중구	동화동	여자	5,303.5	133.5	174.5	183.5	232	315	383.5	312.5	371.5	365.5	415	495	484.5	419	287	222.5	187	188.5	90.5	34	9	-
2021	용산구	소계	계	218,385.5	6,047	6,983.5	6,987	7,982.5	13,372.5	19,392.5	19,090.5	18,157.5	16,424.5	17,111.5	18,367.5	16,508	15,790.5	11,517.5	8,474.5	6,996.5	5,247.5	2,691.5	978.5	229.5	35
2021	용산구	소계	남자	105,424.5	3,129.5	3,597	3,509	4,100	6,237.5	9,276.5	9,500	9,026	8,136.5	8,354.5	9,012	8,255.5	7,732	5,505.5	3,831.5	2,941	2,029	911.5	267	66.5	6.5
2021	용산구	소계	여자	112,961	2,917.5	3,386.5	3,478	3,882.5	7,135	10,116	9,590.5	9,131.5	8,288	8,757	9,355.5	8,252.5	8,058.5	6,012	4,643	4,055.5	3,218.5	1,780	711.5	163	28.5
2021	용산구	후암동	계	16,719.5	385.5	533	568.5	651.5	961.5	1,509	1,414.5	1,353	1,262	1,339.5	1,407	1,275	1,228.5	922.5	692	541.5	395.5	188	68.5	20	3
2021	용산구	후암동	남자	8,163.5	195	277.5	304.5	370.5	486.5	757.5	755	692	613	638	683	632	573.5	434	310.5	227.5	146.5	41.5	18.5	6	1
2021	용산구	후암동	여자	8,556	190.5	255.5	264	281	475	751.5	659.5	661	649	701.5	724	643	655	488.5	381.5	314	249	146.5	50	14	2
2021	용산구	용산2가동	계	9,361.5	160	180	214.5	289.5	528	955	914.5	762	644	646	706	648	782.5	572.5	482.5	382	278.5	145.5	58	12	0.5
2021	용산구	용산2가동	남자	4,536	81	92.5	117	143.5	269	508.5	465.5	402	342	325.5	326.5	311	352.5	255.5	224.5	162.5	105.5	36	11.5	4	-
2021	용산구	용산2가동	여자	4,825.5	79	87.5	97.5	146	259	446.5	449	360	302	320.5	379.5	337	430	317	258	219.5	173	109.5	46.5	8	0.5
2021	용산구	남영동	계	7,006.5	75	106	104	153.5	357.5	574	574.5	424.5	421	581.5	728	764.5	755	516.5	357.5	233	173.5	70	28	7.5	1.5
2021	용산구	남영동	남자	4,265.5	36	58	61.5	84	158	278.5	305.5	230.5	259	372.5	503.5	546.5	541	355	225	124	85.5	30.5	8	2	1
2021	용산구	남영동	여자	2,741	39	48	42.5	69.5	199.5	295.5	269	194	162	209	224.5	218	214	161.5	132.5	109	88	39.5	20	5.5	0.5
2021	용산구	원효로2동	계	13,665	397.5	489.5	535	670.5	823.5	1,029.5	1,012	1,064.5	1,043	1,152	1,166.5	1,059	987	708	542.5	419.5	327	175.5	51.5	10	1.5
2021	용산구	원효로2동	남자	6,434.5	200.5	241.5	233	256.5	371	487	505.5	543.5	505	570.5	560.5	535.5	477	328	247.5	190	111.5	55.5	12.5	2.5	-
2021	용산구	원효로2동	여자	7,230.5	197	248	302	414	452.5	542.5	506.5	521	538	581.5	606	523.5	510	380	295	229.5	215.5	120	39	7.5	1.5
2021	용산구	효창동	계	9,954	384.5	373.5	344.5	385.5	660	881	915.5	918	755	776.5	838	693	618.5	422	334.5	281.5	219	104	39.5	7.5	2.5
2021	용산구	효창동	남자	4,722	195.5	195	176	206.5	298.5	414	443	446	367.5	365	373	355	297.5	191	130	130.5	90	29.5	15.5	2.5	0.5
2021	용산구	효창동	여자	5,232	189	178.5	168.5	179	361.5	467	472.5	472	387.5	411.5	465	338	321	231	204.5	151	129	74.5	24	5	2
2021	용산구	용문동	계	11,865	369	368	355	425	754.5	1,039.5	999.5	975.5	840.5	904	1,032.5	901	845	668	515	423	287	106.5	42.5	10.5	3.5
2021	용산구	용문동	남자	5,679.5	187.5	181	173.5	225.5	377.5	489.5	481	487.5	433	433.5	511	451	384	303	218	178	115.5	37.5	8.5	2.5	1
2021	용산구	용문동	여자	6,185.5	181.5	187	181.5	199.5	377	550	518.5	488	407.5	470.5	521.5	450	461	365	297	245	171.5	69	34	8	2.5
2021	용산구	이촌1동	계	25,898	1,035.5	1,567.5	1,463.5	1,304.5	1,446.5	1,338.5	1,413.5	1,948	2,192	2,353	2,418.5	1,822	1,609	1,122.5	820.5	749.5	667.5	432	164.5	26.5	3
2021	용산구	이촌1동	남자	12,193.5	552	824	718.5	668	725.5	649	621.5	853	1,010.5	1,046.5	1,167.5	868	797	551.5	356	302.5	241.5	177	57.5	6.5	-
2021	용산구	이촌1동	여자	13,704.5	483.5	743.5	745	636.5	721	689.5	792	1,095	1,181.5	1,306.5	1,251	954	812	571	464.5	447	426	255	107	20	3
2021	용산구	이촌2동	계	8,317	303.5	235.5	245	257	397.5	494.5	645.5	761.5	628	591.5	672.5	646	731.5	586.5	397.5	317.5	234.5	115.5	45.5	9.5	1
2021	용산구	이촌2동	남자	3,917	146.5	127.5	118	130	198	244	310.5	397.5	323.5	284	322	292	320	273	168	139.5	76	37	8	2	-
2021	용산구	이촌2동	여자	4,400	157	108	127	127	199.5	250.5	335	364	304.5	307.5	350.5	354	411.5	313.5	229.5	178	158.5	78.5	37.5	7.5	1
2021	용산구	이태원1동	계	6,175.5	107	116.5	115	150	342.5	690.5	591	500	396.5	399	453.5	513	524	412	269	239	188	107	48	13.5	0.5
2021	용산구	이태원1동	남자	3,025	56.5	53.5	53.5	78.5	166.5	369.5	334.5	264.5	199.5	191	210	249.5	264	184.5	114.5	99.5	77.5	39.5	14	4.5	-
2021	용산구	이태원1동	여자	3,150.5	50.5	63	61.5	71.5	176	321	256.5	235.5	197	208	243.5	263.5	260	227.5	154.5	139.5	110.5	67.5	34	9	0.5
2021	용산구	이태원2동	계	8,578.5	180	231.5	210	254.5	492.5	883.5	821.5	781.5	652	642	595.5	577	623	466	381	355.5	255.5	119	41.5	13.5	2
2021	용산구	이태원2동	남자	3,992	97	113.5	90	131	242	434.5	404	386.5	319	301	279	262	268	203.5	163	149.5	88	45.5	11	4	-
2021	용산구	이태원2동	여자	4,586.5	83	118	120	123.5	250.5	449	417.5	395	333	341	316.5	315	355	262.5	218	206	167.5	73.5	30.5	9.5	2
2021	용산구	서빙고동	계	12,766	282	477	626.5	818.5	931	832.5	691.5	765.5	1,010	1,345.5	1,255	920.5	819	582	390	354.5	355.5	224.5	68	15	2
2021	용산구	서빙고동	남자	6,136.5	144	248.5	306	416	459.5	415.5	341.5	376	449.5	654	627	451	420.5	285.5	171.5	134.5	121.5	84	21	8.5	1
2021	용산구	서빙고동	여자	6,629.5	138	228.5	320.5	402.5	471.5	417	350	389.5	560.5	691.5	628	469.5	398.5	296.5	218.5	220	234	140.5	47	6.5	1
2021	용산구	보광동	계	13,317	203	233	303	450.5	791	1,347	1,078.5	974.5	896	1,026.5	1,162	1,177.5	1,102.5	819.5	651.5	502.5	339.5	190	52	14.5	2.5
2021	용산구	보광동	남자	6,654.5	112	126	165	259.5	435	760	605.5	532	471	505	579.5	572	497.5	354.5	275.5	210	121.5	54.5	16.5	2	-
2021	용산구	보광동	여자	6,662.5	91	107	138	191	356	587	473	442.5	425	521.5	582.5	605.5	605	465	376	292.5	218	135.5	35.5	12.5	2.5
2021	용산구	청파동	계	19,155.5	285.5	358	450	655.5	1,795	2,408	1,848	1,282.5	1,185	1,408.5	1,570	1,443.5	1,357.5	978.5	740	656	453.5	199	63.5	16.5	1.5
2021	용산구	청파동	남자	8,982	146.5	165.5	238	352.5	610.5	1,056.5	1,002.5	685.5	589.5	711.5	781	707.5	666	433.5	317	253.5	179	69	12	4.5	0.5
2021	용산구	청파동	여자	10,173.5	139	192.5	212	303	1,184.5	1,351.5	845.5	597	595.5	697	789	736	691.5	545	423	402.5	274.5	130	51.5	12	1
2021	용산구	원효로1동	계	15,662.5	659.5	618.5	445	432	884.5	1,546.5	1,872	1,749.5	1,393	1,152	1,117.5	1,023	914	669.5	447.5	353.5	220.5	109	39.5	13.5	2.5
2021	용산구	원효로1동	남자	7,471	336.5	305	234.5	221	375.5	648	882.5	850.5	694.5	602.5	556	497	444	321.5	218	136.5	92	44.5	10.5	0.5	-
2021	용산구	원효로1동	여자	8,191.5	323	313.5	210.5	211	509	898.5	989.5	899	698.5	549.5	561.5	526	470	348	229.5	217	128.5	64.5	29	13	2.5
2021	용산구	한강로동	계	20,330	646.5	523.5	475.5	502.5	1,230	2,180	2,423.5	1,944.5	1,460	1,306.5	1,670	1,623	1,456.5	970.5	687	529.5	392.5	204.5	79.5	20	4.5
2021	용산구	한강로동	남자	9,737	335	281.5	249	270.5	537	941	1,142	925.5	715.5	631	773	838	740	506	344.5	226	180	68.5	23.5	8.5	1
2021	용산구	한강로동	여자	10,593	311.5	242	226.5	232	693	1,239	1,281.5	1,019	744.5	675.5	897	785	716.5	464.5	342.5	303.5	212.5	136	56	11.5	3.5
2021	용산구	한남동	계	19,614	573	572.5	532	582	977	1,683.5	1,875	1,952.5	1,646.5	1,487.5	1,575	1,422	1,437	1,101	766.5	658.5	460	201.5	88.5	19.5	3
2021	용산구	한남동	남자	9,515	308	306.5	271	286.5	527.5	823.5	900	953.5	844.5	723	759.5	687.5	689.5	525.5	348	277	197.5	61.5	18.5	6	0.5
2021	용산구	한남동	여자	10,099	265	266	261	295.5	449.5	860	975	999	802	764.5	815.5	734.5	747.5	575.5	418.5	381.5	262.5	140	70	13.5	2.5
2021	성동구	소계	계	285,433	9,618	10,203.5	9,022	10,239	18,971.5	25,038.5	23,300.5	24,135.5	21,699.5	21,753	23,499.5	22,145	21,261.5	15,018	11,061.5	8,808.5	5,846.5	2,708.5	888	183	32
2021	성동구	소계	남자	139,213.5	4,943.5	5,184.5	4,595.5	5,021.5	9,134	12,589	11,169.5	12,152	11,047	10,731.5	11,562	11,069	10,554.5	7,132	5,050.5	3,796.5	2,293.5	908	227	44.5	8
